StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1,Q1,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q1,Q2,Q3,Q4,Q5,Q6,Q6_16_TEXT,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q1,Q2,Q3,Q4,Q5,Q5_13_TEXT,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q1,Q2,Q3,Q4,Q5,Q5_17_TEXT,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q1,Q2,Q3,Q4,Q4_4_TEXT,Q5,Q5_13_TEXT,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q1,Q1_11_TEXT,Q2,Q2_11_TEXT,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q1,Q1_9_TEXT,Q2,Q2_7_TEXT,Q3,Q3_6_TEXT,Q4,Q4_6_TEXT,Q5,Q5_7_TEXT,Q6,Q7,Q8,Q8_4_TEXT
5/6/24 3:59,5/6/24 4:14,IP Address,100,923,TRUE,5/6/24 4:14,R_2QGdRQCIV6b0ODE,anonymous,EN,0.800000012,Agree,I have some experience with open science practices,8,9,8,8,9,In favor,High,68,1992,Yes,I didn’t want to share something that might be different than the final version ,,77,3,9,16,34,38,In favor,High,86,1989,It didn't seem relevant for my work,,Yes,69,4,7,19,39,31,In favor,High,79,1990,"I was nervous that someone would discover a mistake,I didn't want to have to update the data with fixes",,Yes,67,6,10,21,35,28,In favor,66,1990,Comment in the manuscript that I can be contacted for materials,,"I was unfamiliar with the practice,It didn't seem relevant for my work",,Yes,88,10,16,18,21,35,4,2,1,6,7,5,3,Lack of knowledge of suitable registries,6,1,4,2,3,5,3,2,4,1,5,6,"Training from your institution,Mentor or advisor,Colleague or peer",,"Training from your institution,Colleague or peer",,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,"Hispanic, Latino, or Spanish",,Cisgender man,,Practitioner ,,University,,Industry Researcher,,69,300,I mainly conduct group design research,
5/6/24 4:51,5/6/24 4:57,IP Address,100,329,TRUE,5/6/24 4:57,R_5OZcpaY8RppcnZE,anonymous,EN,0.100000001,Agree,I have some experience with open science practices,8,8,9,8,8,In favor,High,66,1993,Yes,"I didn’t want to dilute attention to the scholarly work when it was published ,Journal policy almost prevented it",,76,5,11,19,36,29,In favor,High,69,1996,I was nervous that someone would discover a mistake,,Yes,78,4,13,15,33,35,In favor,High,88,1990,"I was unfamiliar with the practice,It didn't seem relevant for my work",,Yes,73,3,16,15,33,33,In favor,88,1996,Repository,,"I didn't know of a suitable registry,My collaborators were opposed to doing it",,Yes,63,4,6,13,26,51,2,6,3,7,5,1,4,Lack of knowledge of suitable registries,2,6,4,1,3,5,2,1,5,3,4,6,"Training from professional organizations,Colleague or peer",,"Journal publication or scholarly work,Mentor or advisor",,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,"Hispanic, Latino, or Spanish",,Cisgender man,,Practitioner ,,University,,Industry Researcher,,10,600,I mainly conduct group design research,
5/6/24 4:50,5/6/24 4:57,IP Address,100,437,TRUE,5/6/24 4:58,R_1RaCYDzMWoQXfXA,anonymous,EN,1,Agree,I have extensive experience with open science practices,10,10,10,10,10,Very much in favor,Moderate,40,2015,Yes,I was nervous that someone would discover a mistake,,50,6,3,1,20,70,Very much in favor,Moderate,50,2015,I was nervous that someone would discover a mistake,,Yes,60,6,3,1,20,70,Very much in favor,Moderate ,50,2015,I was nervous that someone would discover a mistake,,Yes,60,6,3,1,20,70,Very much in favor,50,2015,Repository,,I was nervous that someone would discover a mistake,,Yes,60,6,3,1,20,70,2,4,7,3,5,6,1,"Lack of knowledge of open science practices,Lack of knowledge of suitable registries",6,2,4,3,5,1,4,6,5,2,3,1,Social media,,"Conference presentation or workshop,Journal publication or scholarly work,Training from professional organizations",,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,"Hispanic, Latino, or Spanish",,Cisgender man,,Applied researcher,,University,,Assistant Professor ,,10,400,I mainly conduct group design research,
5/6/24 5:24,5/6/24 5:28,IP Address,100,279,TRUE,5/6/24 5:28,R_36bNcc90fbxruLf,anonymous,EN,0.899999976,Agree,I have some experience with open science practices,8,8,9,8,9,In favor,High,88,1996,Yes,"I was unfamiliar with the practice,My collaborators were opposed to doing it",,79,3,9,16,23,49,In favor,High,68,1995,"I didn't perceive my field to be in favor of this,It didn't seem relevant for my work",,Yes,60,5,9,16,37,33,In favor,High,69,1990,"The data were already available in a repository,I didn't want to have to update the data with fixes",,Yes,86,6,9,11,35,39,In favor,56,1991,Supplemental materials,,"I didn't perceive my field to be in favor of this,My collaborators were opposed to doing it",,,68,3,9,14,36,38,2,1,7,4,5,3,6,"Too time consuming/lack of support,Lack of knowledge of suitable registries",2,5,1,4,3,6,5,1,2,3,4,6,"Journal publication or scholarly work,Training from your institution,Colleague or peer",,"Journal publication or scholarly work,Training from your institution,Colleague or peer",,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,"Hispanic, Latino, or Spanish",,Cisgender man,,Practitioner ,,University,,Industry Researcher,,10,800,I mainly conduct group design research,
5/6/24 5:49,5/6/24 5:56,IP Address,100,400,TRUE,5/6/24 5:56,R_3N4aDHvyFrKfYKl,anonymous,EN,1,Agree,I have some experience with open science practices,6,6,6,6,6,In favor,Low,0,0,I don't have any scholarly work,,,20,15,30,20,20,15,In favor,Low,0,0,I won't be credited for it,,I don't have any scholarly work,15,15,30,20,20,15,In favor,Low,0,0,I won’t be credited for it,,I don't have any scholarly work,15,15,30,20,20,15,In favor,0,0,Supplemental materials,,I won't be credited for it,,I don't have any empirical scholarly work,15,15,30,20,20,15,4,7,5,6,3,2,1,Lack of direct benefit to me,3,1,4,5,6,2,3,2,4,5,6,1,Social media,,"Journal publication or scholarly work,Online webinar, blog, or podcast,Social media",,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,"Hispanic, Latino, or Spanish",,Cisgender woman,,Practitioner ,,Non-Clinical Industry,,Industry Researcher,,10,0,I mainly conduct systematic reviews and meta-analyses,
5/6/24 5:56,5/6/24 6:01,IP Address,100,288,TRUE,5/6/24 6:01,R_2phiMerjQhZINBg,anonymous,EN,0.800000012,Agree,I have some experience with open science practices,9,10,9,9,10,In favor,High,69,1992,Yes,"I didn’t want to share something that might be different than the final version ,I didn’t have sufficient resources available",,66,5,9,11,35,40,In favor,High,80,1998,"I didn't perceive my field to be in favor of this,I didn't know of a suitable registry",,Yes,76,6,12,19,33,30,In favor,High,55,1996,"I didn’t want to lose control over how the data were used,It didn't seem relevant for my work",,Yes,86,3,6,15,31,45,In favor,68,1996,Comment in the manuscript that I can be contacted for materials,,"I was nervous that someone would discover a mistake,I was unfamiliar with the practice",,Yes,55,6,10,21,26,37,1,6,5,4,3,2,7,"I did not want to share my ideas/data,Opposition from collaborators ",1,6,4,2,5,3,2,5,6,3,1,4,"Journal publication or scholarly work,Colleague or peer,Online webinar, blog, or podcast",,"Journal publication or scholarly work,Training from your institution,Colleague or peer",,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,"Hispanic, Latino, or Spanish",,Cisgender man,,Practitioner ,,University,,Industry Researcher,,10,800,I mainly conduct group design research,
5/6/24 20:49,5/6/24 21:09,IP Address,100,1225,TRUE,5/6/24 21:09,R_7nAugdnIY4Ty6w3,anonymous,EN,1,Agree,I have some experience with open science practices,3,,,3,,"Neither in favor nor against (i.e., neutral)",None,0,0,No,,,25,0,25,50,25,0,"No opinion (i.e., I did not know anything about preregisteration before this survey)",None,0,0,I was unfamiliar with the practice,,No,5,0,50,25,25,0,In favor,Low,0,0,I was unfamiliar with the practice,,No,10,10,25,50,10,5,Very much in favor,0,0,"Supplemental materials,Comment in the manuscript that I can be contacted for materials",,,,Yes,80,0,0,50,25,25,1,3,2,6,7,5,4,"Lack of knowledge of open science practices,Too time consuming/lack of support,I did not want to share my ideas/data,Lack of knowledge of suitable registries,It did not seem relevant ,Lack of direct benefit to me",6,4,3,1,2,5,6,4,3,1,2,5,"Journal publication or scholarly work,Mentor or advisor,Colleague or peer",,"Conference presentation or workshop,Journal publication or scholarly work,Mentor or advisor,Colleague or peer,Online webinar, blog, or podcast",,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,White,,Prefer to self-describe:,Gender fluid,Scientist-practitioner,,University,,Assistant Professor ,,1,12,I mainly conduct single-case design research,
5/6/24 21:38,5/6/24 21:49,IP Address,100,666,TRUE,5/6/24 21:49,R_5xCQgYaDKS6vjqo,anonymous,EN,0.899999976,Agree,I have some experience with open science practices,7,7,7,7,7,In favor,Low,30,2020,Yes,I didn’t want to dilute attention to the scholarly work when it was published ,,60,4,6,10,60,20,In favor,Moderate,40,2019,I didn't know of a suitable registry,,Yes,60,4,6,5,60,25,In favor,Low,40,2019,The data were already available in a repository,,Yes,40,4,6,1,60,29,In favor,40,2019,Supplemental materials,,I didn't know of a suitable registry,,Yes,40,4,6,1,60,29,1,7,3,4,5,6,2,Lack of knowledge of suitable registries,3,2,4,5,6,1,3,2,4,5,6,1,Conference presentation or workshop,,Journal publication or scholarly work,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Hispanic, Latino, or Spanish",,Cisgender man,,Applied researcher,,University,,Post-doctoral Researcher ,,5,260,I mainly conduct group design research,
5/6/24 21:37,5/6/24 21:56,IP Address,100,1139,TRUE,5/6/24 21:56,R_3U54DD4Gf93Okc9,anonymous,EN,0.5,Agree,"I am aware of open science, but have not used open science practices in my research",7,1,7,2,2,"No opinion (i.e., I did not know anything about preprints before this survey)",None,0,0,No,,,5,0,10,80,10,0,"No opinion (i.e., I did not know anything about preregisteration before this survey)",None,0,0,I was unfamiliar with the practice,,No,1,0,5,90,5,0,"No opinion (i.e., I did not know anything about sharing data before this survey)",None,0,0,I was unfamiliar with the practice,,No,1,0,5,90,5,0,In favor,2,2020,Supplemental materials,,I didn't think it was important,,Yes,15,0,10,30,40,20,1,4,6,2,3,7,5,"Lack of knowledge of open science practices,Lack of knowledge of suitable registries",3,6,2,1,4,5,3,6,2,1,4,5,Other (explain below),When publishing - choices/content in portal,"Conference presentation or workshop,Training from your institution,Mentor or advisor,Doctoral training program,Online webinar, blog, or podcast",,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,White,,Cisgender man,,Applied researcher,,University,,Professor,,4,40,I mainly conduct single-case design research,
5/6/24 21:57,5/6/24 22:02,IP Address,100,325,TRUE,5/6/24 22:02,R_1tJVn9bRoC3AOZ3,anonymous,EN,0.400000006,Agree,I have some experience with open science practices,9,9,8,9,9,In favor,High,68,1990,Yes,"I didn’t want others to use my findings before peer review,I didn’t have sufficient resources available",,80,6,11,16,36,31,In favor,High,86,1994,"It didn't seem relevant for my work,I won't be credited for it",,Yes,88,5,11,19,33,32,In favor,High,89,1992,"I didn't want others to use the data for their own research,I didn’t want to lose control over how the data were used",,Yes,66,6,14,16,33,31,In favor,85,1994,Comment in the manuscript that I can be contacted for materials,,"I didn't perceive my field to be in favor of this,My collaborators were opposed to doing it",,Yes,68,3,11,19,33,34,1,4,5,7,2,6,3,"Too time consuming/lack of support,Lack of knowledge of suitable registries",6,2,1,5,4,3,5,4,1,6,3,2,"Training from your institution,Mentor or advisor,Doctoral training program",,"Journal publication or scholarly work,Training from your institution,Doctoral training program",,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,"Hispanic, Latino, or Spanish",,Cisgender man,,Practitioner ,,University,,Industry Researcher,,11,650,I mainly conduct group design research,
5/6/24 22:08,5/6/24 22:13,IP Address,100,293,TRUE,5/6/24 22:13,R_30oxKyU2jtahhKb,anonymous,EN,0.100000001,Agree,"I am aware of open science, but have not used open science practices in my research",5,5,5,5,5,In favor,Low,20,2020,Yes,I was unfamiliar with the practice,,60,7,3,5,80,5,In favor,Low,20,2020,I was unfamiliar with the practice,,Yes,60,7,3,5,80,5,In favor,Low,20,2020,"The data were proprietary, or access was restricted",,Yes,60,7,3,5,80,5,In favor,20,2020,Comment in the manuscript that I can be contacted for materials,,I was unfamiliar with the practice,,Yes,60,7,3,5,80,5,2,5,4,3,7,6,1,"It did not seem relevant ,Opposition from collaborators ",1,6,2,3,4,5,1,6,2,3,4,5,"Conference presentation or workshop,Journal publication or scholarly work,Training from professional organizations",,"Doctoral training program,Online webinar, blog, or podcast,Journal club,Social media",,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,White,,Cisgender woman,,Basic researcher,,University,,Industry Researcher,,3,60,I mainly conduct group design research,
5/6/24 22:26,5/6/24 22:31,IP Address,100,289,TRUE,5/6/24 22:31,R_7RWxD3jwJ0qN2f4,anonymous,EN,0.699999988,Agree,I have some experience with open science practices,10,9,10,9,10,In favor,High,90,1990,Yes,"I didn’t think it was important,My collaborators were opposed to doing it",,89,2,6,11,30,51,In favor,High,86,1996,"I was nervous that someone would discover a mistake,My collaborators were opposed to doing it",,Yes,59,3,6,13,36,42,In favor,High,80,1997,"I didn't want to be asked questions about using data,It didn't seem relevant for my work",,Yes,69,5,3,11,36,45,In favor,66,1996,"Supplemental materials,Comment in the manuscript that I can be contacted for materials",,"I didn't want others to use my plans for their own research,My collaborators were opposed to doing it,I didn't think it was important",,Yes,86,3,5,11,36,45,5,4,2,1,6,7,3,"Lack of knowledge of open science practices,It did not seem relevant ",1,2,5,3,6,4,6,2,3,1,5,4,"Journal publication or scholarly work,Training from your institution,Mentor or advisor",,"Training from professional organizations,Colleague or peer,Online webinar, blog, or podcast",,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,"Hispanic, Latino, or Spanish",,Cisgender man,,Practitioner ,,University,,Industry Researcher,,15,865,I mainly conduct group design research,
5/6/24 22:34,5/6/24 22:44,IP Address,100,601,TRUE,5/6/24 22:44,R_51tOSUREUvHfdbH,anonymous,EN,0.200000003,Agree,I have some experience with open science practices,8,8,9,9,9,In favor,Low,10,2022,Yes,I didn’t want to share something that might be different than the final version ,,80,5,5,5,80,5,In favor,Low,10,2022,I was worried it would reduce publishability of my findings ,,Yes,80,5,5,5,80,5,In favor,Low,10,2022,"The data were proprietary, or access was restricted",,Yes,80,5,5,5,80,5,In favor,100,2022,Comment in the manuscript that I can be contacted for materials,,I was worried it would reduce publishability of my findings ,,Yes,80,5,5,5,80,5,2,1,5,3,6,7,4,"Too time consuming/lack of support,Lack of knowledge of suitable registries",4,5,1,2,3,6,4,5,1,2,3,6,Training from professional organizations,,"Training from professional organizations,Mentor or advisor",,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Hispanic, Latino, or Spanish",,Cisgender man,,Basic researcher,,School-based,,Industry Researcher,,4,50,I mainly conduct systematic reviews and meta-analyses,
5/6/24 22:48,5/6/24 22:53,IP Address,100,261,TRUE,5/6/24 22:53,R_27Qq527LtNU0P7t,anonymous,EN,0.600000024,Agree,I have some experience with open science practices,10,10,10,10,9,In favor,High,68,1996,Yes,"I didn’t want others to use my findings before peer review,I didn’t think it was important",,86,3,13,14,33,37,In favor,High,86,1994,"I didn't perceive my field to be in favor of this,My collaborators were opposed to doing it",,Yes,85,3,5,11,35,46,In favor,High,80,1998,"I didn't want others to use the data for their own research,I was nervous that someone would discover a mistake,My collaborators were opposed to doing it",,Yes,66,6,11,15,31,37,In favor,86,1996,Comment in the manuscript that I can be contacted for materials,,"I was nervous that someone would discover a mistake,I didn't think it was important",,Yes,88,3,6,1,33,57,1,4,7,2,6,5,3,Lack of knowledge of suitable registries,5,3,4,6,2,1,4,1,5,3,2,6,"Journal publication or scholarly work,Training from your institution,Online webinar, blog, or podcast",,"Training from professional organizations,Training from your institution,Journal club",,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,"Hispanic, Latino, or Spanish",,Cisgender man,,Practitioner ,,Non-Clinical Industry,,Industry Researcher,,11,805,I mainly conduct group design research,
5/6/24 23:05,5/6/24 23:10,IP Address,100,295,TRUE,5/6/24 23:10,R_1xy3SREwdquGdvX,anonymous,EN,0.800000012,Agree,I have extensive experience with open science practices,10,10,10,10,10,Very much in favor,High,80,2000,Yes,My collaborators were opposed to doing it,,90,5,5,5,70,15,Very much in favor,High,80,2000,My collaborators were opposed to doing it,,Yes,80,5,5,5,70,15,Very much in favor,High,80,2000,My collaborators were opposed to doing it,,Yes,80,5,5,5,70,15,Very much in favor,80,2000,Comment in the manuscript that I can be contacted for materials,,My collaborators were opposed to doing it,,Yes,80,5,5,5,70,15,2,1,5,3,6,7,4,"It did not seem relevant ,Opposition from collaborators ",2,3,4,5,6,1,2,3,4,5,6,1,"Online webinar, blog, or podcast",,"Journal club,Social media",,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Hispanic, Latino, or Spanish",,Cisgender man,,Scientist-practitioner,,University,,Professor,,20,800,I mainly conduct group design research,
5/6/24 23:11,5/6/24 23:15,IP Address,100,267,TRUE,5/6/24 23:15,R_3qanThiC0rNf8l3,anonymous,EN,0.600000024,Agree,I have some experience with open science practices,10,10,10,9,9,In favor,High,86,1995,Yes,"I didn’t want others to use my findings before peer review,I didn’t have sufficient resources available",,88,3,6,11,33,47,In favor,High,86,1996,"I didn't want others to use my plans for their own research,It didn't seem relevant for my work",,Yes,56,4,9,13,33,41,In favor,High,88,1998,"The data were too difficult to anonymize (human subjects),I didn’t want to lose control over how the data were used,I didn’t think it was important",,Yes,84,6,5,8,37,44,In favor,86,1998,Comment in the manuscript that I can be contacted for materials,,"I was unfamiliar with the practice,My collaborators were opposed to doing it",,Yes,88,9,11,16,35,29,3,2,7,1,5,6,4,"Too time consuming/lack of support,Opposition from collaborators ",5,2,4,1,6,3,6,4,1,3,5,2,"Journal publication or scholarly work,Mentor or advisor,Doctoral training program",,"Training from professional organizations,Colleague or peer",,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,"Hispanic, Latino, or Spanish",,Cisgender man,,Practitioner ,,Non-Clinical Industry,,Industry Researcher,,16,806,I mainly conduct group design research,
5/6/24 23:36,5/6/24 23:40,IP Address,100,214,TRUE,5/6/24 23:40,R_2X2qFk0H6wxUgJb,anonymous,EN,0.400000006,Agree,I have some experience with open science practices,10,9,10,10,10,In favor,High,76,1994,Yes,"I was nervous that someone would discover a mistake,I was unfamiliar with the practice",,86,6,3,13,34,44,In favor,High,86,1993,"I didn't want others to use my plans for their own research,My collaborators were opposed to doing it",,Yes,83,3,6,19,24,48,In favor,High,86,1995,"The data were already available in a repository,I didn’t think it was important",,Yes,91,3,6,16,29,46,In favor,86,1997,Comment in the manuscript that I can be contacted for materials,,"I didn't want others to use my plans for their own research,My collaborators were opposed to doing it",,Yes,86,3,6,4,39,48,2,7,1,5,6,3,4,"Too time consuming/lack of support,Opposition from collaborators ",2,4,5,3,6,1,4,2,5,1,6,3,"Journal publication or scholarly work,Training from your institution,Doctoral training program",,"Journal publication or scholarly work,Colleague or peer,Journal club",,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Hispanic, Latino, or Spanish",,Cisgender man,,Practitioner ,,University,,Industry Researcher,,15,865,I mainly conduct group design research,
5/6/24 23:39,5/6/24 23:43,IP Address,100,262,TRUE,5/6/24 23:44,R_1DtGTucXIQfRDfJ,anonymous,EN,0.100000001,Agree,I have some experience with open science practices,8,8,8,8,8,Very much in favor,Moderate,10,2022,Yes,"Given the nature of the research, it was almost not possible",,60,5,5,10,60,20,Very much in favor,Moderate,10,2022,I was worried it would reduce publishability of my findings ,,Yes,60,5,5,10,60,20,Very much in favor,Moderate ,10,2022,"The data were proprietary, or access was restricted",,Yes,60,5,5,10,60,20,Very much in favor,10,2022,Supplemental materials,,I was worried it would reduce publishability of my findings ,,Yes,60,5,5,10,60,20,1,2,6,3,7,5,4,"It did not seem relevant ,Opposition from collaborators ",3,2,4,5,6,1,3,2,4,5,6,1,"Conference presentation or workshop,Journal publication or scholarly work",,"Journal club,Social media",,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Hispanic, Latino, or Spanish",,Cisgender man,,Basic researcher,,University,,Doctoral Student ,,5,10,I mainly conduct group design research,
5/6/24 23:54,5/6/24 23:57,IP Address,100,187,TRUE,5/6/24 23:57,R_7mCcJQ9Ms1MQWYA,anonymous,EN,0.400000006,Agree,I have some experience with open science practices,10,10,10,10,10,In favor,High,86,1993,Yes,"I was unfamiliar with the practice,I didn’t have sufficient resources available,Journal policy almost prevented it",,69,6,3,16,36,39,In favor,High,86,1997,"I didn't know of a suitable registry,I didn't think it was important",,Yes,93,3,6,19,36,36,In favor,High,86,1996,"I didn’t want to lose control over how the data were used,It didn't seem relevant for my work",,Yes,68,6,5,13,34,42,In favor,66,1996,"Comment in the manuscript that I can be contacted for materials,Repository",,"I didn't perceive my field to be in favor of this,I didn't know of a suitable registry,I didn't think it was important",,Yes,86,4,6,3,36,51,6,1,3,7,5,2,4,"Lack of knowledge of open science practices,Lack of knowledge of suitable registries,Opposition from collaborators ",4,1,5,3,6,2,4,3,5,6,2,1,"Journal publication or scholarly work,Training from your institution,Doctoral training program",,"Journal publication or scholarly work,Training from your institution,Online webinar, blog, or podcast",,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Hispanic, Latino, or Spanish",,Cisgender man,,Practitioner ,,Non-Clinical Industry,,Industry Researcher,,16,865,I mainly conduct group design research,
5/7/24 1:55,5/7/24 2:00,IP Address,100,284,TRUE,5/7/24 2:00,R_3MEcxfAAT0qVGaw,anonymous,EN,0.600000024,Agree,I have some experience with open science practices,9,9,9,10,9,In favor,High,86,1996,Yes,"I didn’t want others to use my findings before peer review,I didn’t want to dilute attention to the scholarly work when it was published ,Given the nature of the research, it was almost not possible",,66,3,6,11,36,44,In favor,High,76,1994,"I was nervous that someone would discover a mistake,It didn't seem relevant for my work",,Yes,69,3,6,19,33,39,In favor,High,88,1996,"The data were proprietary, or access was restricted,I didn’t want to lose control over how the data were used",,Yes,79,3,5,19,37,36,In favor,86,1994,"Comment in the manuscript that I can be contacted for materials,Repository",,"I didn't want others to use my plans for their own research,I didn't know of a suitable registry,I didn't think it was important",,Yes,86,6,5,16,38,35,4,1,3,7,5,2,6,"Too time consuming/lack of support,I did not want to share my ideas/data",6,2,4,1,5,3,4,1,3,6,5,2,"Conference presentation or workshop,Training from your institution,Doctoral training program",,"Journal publication or scholarly work,Mentor or advisor",,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,"Hispanic, Latino, or Spanish",,Cisgender man,,Practitioner ,,University,,Industry Researcher,,16,865,I mainly conduct group design research,
5/7/24 2:00,5/7/24 2:05,IP Address,100,329,TRUE,5/7/24 2:05,R_3QQ4n2C5Qw6Igw1,anonymous,EN,0.300000012,Agree,I have extensive experience with open science practices,9,9,9,9,9,In favor,Low,50,2020,Yes,"Given the nature of the research, it was almost not possible",,80,3,3,10,74,10,In favor,Low,50,2020,I didn't know of a suitable registry,,Yes,60,3,3,10,74,10,In favor,Moderate ,60,2020,The data were too difficult to anonymize (human subjects),,Yes,60,3,3,10,74,10,In favor,50,2020,Supplemental materials,,I didn't know of a suitable registry,,Yes,60,3,3,10,74,10,3,6,7,4,1,2,5,"It did not seem relevant ,Opposition from collaborators ",1,6,2,3,4,5,1,6,2,3,4,5,"Conference presentation or workshop,Journal publication or scholarly work,Training from professional organizations",,"Training from your institution,Mentor or advisor,Colleague or peer",,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,"Hispanic, Latino, or Spanish",,Cisgender man,,Basic researcher,,University,,Industry Researcher,,6,200,I mainly conduct group design research,
5/7/24 2:25,5/7/24 2:30,IP Address,100,269,TRUE,5/7/24 2:30,R_73omM4YoOqlZse5,anonymous,EN,0.5,Agree,I have some experience with open science practices,10,10,10,10,10,In favor,High,86,1994,Yes,"I was nervous that someone would discover a mistake,I didn’t think it was important",,68,3,6,16,39,36,In favor,High,88,1994,"I didn't want others to use my plans for their own research,It didn't seem relevant for my work",,Yes,77,4,6,9,36,45,In favor,High,86,1998,"I didn't want others to use the data for their own research,I was nervous that someone would discover a mistake,I didn't know of a suitable repository",,Yes,91,3,6,9,34,48,In favor,86,1996,"Supplemental materials,Comment in the manuscript that I can be contacted for materials",,"I was unfamiliar with the practice,I didn't think it was important",,Yes,89,9,3,16,36,36,7,4,5,2,3,1,6,"Too time consuming/lack of support,Lack of knowledge of suitable registries,Lack of direct benefit to me",2,4,6,1,5,3,3,2,4,1,6,5,"Training from professional organizations,Training from your institution,Doctoral training program",,"Conference presentation or workshop,Training from your institution,Doctoral training program",,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Hispanic, Latino, or Spanish",,Cisgender man,,Practitioner ,,Non-Clinical Industry,,Professor,,16,654,I mainly conduct group design research,
5/7/24 2:28,5/7/24 2:32,IP Address,100,282,TRUE,5/7/24 2:32,R_1ZWWF4xfyL7TArA,anonymous,EN,0.100000001,Agree,I have extensive experience with open science practices,9,9,10,10,10,Very much in favor,Moderate,80,2000,Yes,"I didn’t want to share something that might be different than the final version ,I was unfamiliar with the practice",,80,5,5,10,70,10,Very much in favor,Moderate,80,2000,"I was unfamiliar with the practice,I didn't know of a suitable registry",,Yes,80,5,5,5,80,5,Very much in favor,Moderate ,80,2000,"The data were too difficult to anonymize (human subjects),I didn’t perceive my field to be in favor of this",,Yes,80,5,5,10,70,10,Very much in favor,80,2000,Supplemental materials,,"I was nervous that someone would discover a mistake,I was unfamiliar with the practice",,Yes,80,5,5,10,70,10,1,3,5,4,6,7,2,"Lack of knowledge of suitable registries,It did not seem relevant ,Opposition from collaborators ",4,6,1,2,3,5,4,6,1,2,3,5,"Conference presentation or workshop,Journal publication or scholarly work,Training from professional organizations",,"Conference presentation or workshop,Journal publication or scholarly work,Training from professional organizations,Training from your institution,Mentor or advisor",,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Hispanic, Latino, or Spanish",,Cisgender man,,Applied researcher,,University,,Doctoral Student ,,5,50,I mainly conduct group design research,
